cap,location
"She had said she did not want to sing, but it was long since she had sung, and long before she again sang, as she did that evening.",['top']
"The prince's house did not belong to what is known as fashionable society, but his little circle--though not much talked about in town--was one it was more flattering to be received in than any other.",['top']
"Prince Bolkonski glanced at the young man as if about to say something in reply, but changed his mind, evidently considering him too young.",['top']
"Does it matter, Count, how the Note is worded, he asked, so long as its substance is forcible?",['top']
"Boris, coolly looking at Helene's dazzling bare shoulders which emerged from a dark, gold-embroidered, gauze gown, talked to her of old acquaintances and at the same time, unaware of it himself and unnoticed by others, never for an instant ceased to observe the Emperor who was in the same room.",['top']
"You say the demand now is that I am to withdraw beyond the Niemen before commencing negotiations, but in just the same way two months ago the demand was that I should withdraw beyond the Vistula and the Oder, and yet you are willing to negotiate.",['top']
"To this semicouncil had been invited the Swedish General Armfeldt, Adjutant General Wolzogen, Wintzingerode (whom Napoleon had referred to as a renegade French subject), Michaud, Toll, Count Stein who was not a military man at all, and Pfuel himself, who, as Prince Andrew had heard, was the mainspring of the whole affair.",['top']
The whole sun appeared on the horizon and disappeared behind a long narrow cloud that hung above it.,['top']
"The Emperor's manifesto was read, evoking enthusiasm, and then all moved about discussing it.",['top']
"Not only did no one see this, but on the Russian side every effort was made to hinder the only thing that could save Russia, while on the French side, despite Napoleon's experience and so-called military genius, every effort was directed to pushing on to Moscow at the end of the summer, that is, to doing the very thing that was bound to lead to destruction.",['top']
"The old man was still sitting in the ornamental garden, like a fly impassive on the face of a loved one who is dead, tapping the last on which he was making the bast shoe, and two little girls, running out from the hot house carrying in their skirts plums they had plucked from the trees there, came upon Prince Andrew.",['top']
She did not know how long she had been there when she was aroused by the sound of a woman's footsteps running along the path.,['top']
Prince Andrew arrived at Tsarevo-Zaymishche on the very day and at the very hour that Kutuzov was reviewing the troops for the first time.,['top']
It was long since people had been as gay in Moscow as that year.,['top']
"The Russians did not seek out the best position but, on the contrary, during the retreat passed many positions better than Borodino.",['top']
"The sunshine from behind the hill did not penetrate into the cutting and there it was cold and damp, but above Pierre's head was the bright August sunshine and the bells sounded merrily.",['top']
